pdbID,Ligand,Method,Resolution,Organism_Name,Organism_TaxID,EMDB_for_EMRelease,Pub_Title,Pub_Authors,Pub_Journal,Pub_Year,Pub_PubMed,Pub_DOI,Coord_File,EM_Map_File
5XNM,XAT,ELECTRON MICROSCOPY,3.2,Pisum sativum,3888,EMD-6742,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNM.cif,emd_6742.map.gz
5XNN,XAT,ELECTRON MICROSCOPY,3.6,Pisum sativum,3888,EMD-6743,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNN.cif,emd_6743.map.gz
5XNO,XAT,ELECTRON MICROSCOPY,3.5,Pisum sativum,3888,EMD-6744,Structure and assembly mechanism of plant C2S2M2-type PSII-LHCII supercomplex,"Su, X., Ma, J., Wei, X., Cao, P., Zhu, D., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2017,N/A,N/A,5XNO.cif,emd_6744.map.gz
5ZJI,XAT,ELECTRON MICROSCOPY,3.3,Zea mays,381124; 4577,EMD-6932,Structure of the maize photosystem I supercomplex with light-harvesting complexes I and II.,"Pan, X., Ma, J., Su, X., Cao, P., Chang, W., Liu, Z., Zhang, X., Li, M.",Science,2018,N/A,N/A,5ZJI.cif,emd_6932.map.gz
6IGZ,XAT,ELECTRON MICROSCOPY,3.49,Bryopsis corticulans,325651,EMD-9670,Structure of a green algal photosystem I in complex with a large number of light-harvesting complex I subunits.,"Qin, X., Pi, X., Wang, W., Han, G., Zhu, L., Liu, M., Cheng, L., Shen, J.R., Kuang, T., Sui, S.F.",Nat Plants,2019,N/A,N/A,6IGZ.cif,emd_9670.map.gz
6IJJ,XAT,ELECTRON MICROSCOPY,2.89,Chlamydomonas reinhardtii,3055,EMD-9678,Antenna arrangement and energy transfer pathways of a green algal photosystem-I-LHCI supercomplex.,"Su, X., Ma, J., Pan, X., Zhao, X., Chang, W., Liu, Z., Zhang, X., Li, M.",Nat Plants,2019,N/A,N/A,6IJJ.cif,emd_9678.map.gz
6IJO,XAT,ELECTRON MICROSCOPY,3.3,Chlamydomonas reinhardtii,3055,EMD-9680,Antenna arrangement and energy transfer pathways of a green algal photosystem-I-LHCI supercomplex.,"Su, X., Ma, J., Pan, X., Zhao, X., Chang, W., Liu, Z., Zhang, X., Li, M.",Nat Plants,2019,N/A,N/A,6IJO.cif,emd_9680.map.gz
6KAC,XAT,ELECTRON MICROSCOPY,2.7,Chlamydomonas reinhardtii,3055,EMD-9955,Structural insight into light harvesting for photosystem II in green algae.,"Sheng, X., Watanabe, A., Li, A., Kim, E., Song, C., Murata, K., Song, D., Minagawa, J., Liu, Z.",Nat.Plants,2019,N/A,N/A,6KAC.cif,emd_9955.map.gz
6KAD,XAT,ELECTRON MICROSCOPY,3.4,Chlamydomonas reinhardtii,3055,EMD-9956,Structural insight into light harvesting for photosystem II in green algae.,"Sheng, X., Watanabe, A., Li, A., Kim, E., Song, C., Murata, K., Song, D., Minagawa, J., Liu, Z.",Nat.Plants,2019,N/A,N/A,6KAD.cif,emd_9956.map.gz
6KAF,XAT,ELECTRON MICROSCOPY,3.73,Chlamydomonas reinhardtii,3055,EMD-9957,Structure of a C2S2M2N2-type PSII-LHCII supercomplex from the green algaChlamydomonas reinhardtii.,"Shen, L., Huang, Z., Chang, S., Wang, W., Wang, J., Kuang, T., Han, G., Shen, J.R., Zhang, X.",Proc.Natl.Acad.Sci.USA,2019,N/A,N/A,6KAF.cif,emd_9957.map.gz
6L35,XAT,ELECTRON MICROSCOPY,3.23,Physcomitrium patens,3218,EMD-0821,Antenna arrangement and energy-transfer pathways of PSI-LHCI from the moss Physcomitrella patens.,"Yan, Q., Zhao, L., Wang, W., Pi, X., Han, G., Wang, J., Cheng, L., He, Y.K., Kuang, T., Qin, X., Sui, S.F., Shen, J.R.",Cell Discov,2021,N/A,N/A,6L35.cif,emd_0821.map.gz
6QPH,XAT,X-RAY DIFFRACTION,3.4,Dunaliella salina,3046,N/A,Structure of a minimal photosystem I from the green alga Dunaliella salina.,"Perez-Boerema, A., Klaiman, D., Caspy, I., Netzer-El, S.Y., Amunts, A., Nelson, N.",Nat.Plants,2020,N/A,N/A,6QPH.cif,N/A
6RHZ,XAT,ELECTRON MICROSCOPY,3.2,Dunaliella salina,3046,EMD-4883,Structure of a minimal photosystem I from the green alga Dunaliella salina.,"Perez-Boerema, A., Klaiman, D., Caspy, I., Netzer-El, S.Y., Amunts, A., Nelson, N.",Nat.Plants,2020,N/A,N/A,6RHZ.cif,emd_4883.map.gz
6SL5,XAT,ELECTRON MICROSCOPY,2.84,Dunaliella salina,3046,EMD-10236,Structure and energy transfer pathways of the Dunaliella Salina photosystem I supercomplex.,"Caspy, I., Malavath, T., Klaiman, D., Fadeeva, M., Shkolnisky, Y., Nelson, N.",Biochim Biophys Acta Bioenerg,2020,N/A,N/A,6SL5.cif,emd_10236.map.gz
6YAC,XAT,ELECTRON MICROSCOPY,2.5,Pisum sativum,3888,EMD-10746,The structure of a triple complex of plant photosystem I with ferredoxin and plastocyanin.,"Caspy, I., Borovikova-Sheinker, A., Klaiman, D., Shkolnisky, Y., Nelson, N.",Nat.Plants,2020,N/A,N/A,6YAC.cif,emd_10746.map.gz
6YEZ,XAT,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-10798,The structure of a triple complex of plant photosystem I with ferredoxin and plastocyanin.,"Caspy, I., Borovikova-Sheinker, A., Klaiman, D., Shkolnisky, Y., Nelson, N.",Nat.Plants,2020,N/A,N/A,6YEZ.cif,emd_10798.map.gz
6YP7,XAT,ELECTRON MICROSCOPY,3.8,Pisum sativum,3888,EMD-10865,High-Light versus Low-Light: Effects on Paired Photosystem II Supercomplex Structural Rearrangement in Pea Plants.,"Grinzato, A., Albanese, P., Marotta, R., Swuec, P., Saracco, G., Bolognesi, M., Zanotti, G., Pagliano, C.",Int J Mol Sci,2020,N/A,N/A,6YP7.cif,emd_10865.map.gz
6YXR,XAT,ELECTRON MICROSCOPY,3.4,Dunaliella salina,3046,EMD-10995,Structure and energy transfer pathways of the Dunaliella Salina photosystem I supercomplex.,"Caspy, I., Malavath, T., Klaiman, D., Fadeeva, M., Shkolnisky, Y., Nelson, N.",Biochim Biophys Acta Bioenerg,2020,N/A,N/A,6YXR.cif,emd_10995.map.gz
6ZOO,XAT,ELECTRON MICROSCOPY,2.74,Pisum sativum,3888,EMD-11326,Structure of plant photosystem I-plastocyanin complex reveals strong hydrophobic interactions.,"Caspy, I., Fadeeva, M., Kuhlgert, S., Borovikova-Sheinker, A., Klaiman, D., Masrati, G., Drepper, F., Ben-Tal, N., Hippler, M., Nelson, N.",Biochem.J.,2021,N/A,N/A,6ZOO.cif,emd_11326.map.gz
6ZXS,XAT,X-RAY DIFFRACTION,3.0,Pisum sativum,3888,N/A,Structure of cold grown pea Photosystem I,"Nelson, N., Caspy, I., Subramanyam, R.",To Be Published,N/A,N/A,N/A,6ZXS.cif,N/A
6ZZX,XAT,ELECTRON MICROSCOPY,2.7,Chlorella ohadii,2649997,EMD-11588,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZX.cif,emd_11588.map.gz
6ZZY,XAT,ELECTRON MICROSCOPY,3.16,Chlorella ohadii,2649997,EMD-11589,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZY.cif,emd_11589.map.gz
7A4P,XAT,ELECTRON MICROSCOPY,4.2,Chlorella ohadii,2649997,EMD-11640,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,7A4P.cif,emd_11640.map.gz
7D0J,XAT,ELECTRON MICROSCOPY,3.42,Chlamydomonas reinhardtii,3055,EMD-30536,Structure of photosystem I-LHCI-LHCII from the green alga Chlamydomonas reinhardtii in State 2.,"Huang, Z., Shen, L., Wang, W., Mao, Z., Yi, X., Kuang, T., Shen, J.R., Zhang, X., Han, G.",Nat Commun,2021,N/A,N/A,7D0J.cif,emd_30536.map.gz
7DKZ,XAT,X-RAY DIFFRACTION,2.393,Pisum sativum,3888,N/A,Structure of plant photosystem I-light harvesting complex I supercomplex at 2.4 angstrom resolution.,"Wang, J., Yu, L.J., Wang, W., Yan, Q., Kuang, T., Qin, X., Shen, J.R.",J Integr Plant Biol,2021,N/A,N/A,7DKZ.cif,N/A
7DZ7,XAT,ELECTRON MICROSCOPY,2.84,Chlamydomonas reinhardtii,3055,EMD-30925,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7DZ7.cif,emd_30925.map.gz
7DZ8,XAT,ELECTRON MICROSCOPY,3.16,Chlamydomonas reinhardtii,3055,EMD-30926,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7DZ8.cif,emd_30926.map.gz
7E0H,XAT,ELECTRON MICROSCOPY,3.75,Chlamydomonas reinhardtii,3055,EMD-30932,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0H.cif,emd_30932.map.gz
7E0I,XAT,ELECTRON MICROSCOPY,3.53,Chlamydomonas reinhardtii,3055,EMD-30933,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0I.cif,emd_30933.map.gz
7E0J,XAT,ELECTRON MICROSCOPY,3.13,Chlamydomonas reinhardtii,3055,EMD-30934,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0J.cif,emd_30934.map.gz
7E0K,XAT,ELECTRON MICROSCOPY,3.09,Chlamydomonas reinhardtii,3055,EMD-30935,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7E0K.cif,emd_30935.map.gz
7EW6,XAT,ELECTRON MICROSCOPY,3.4,Hordeum vulgare subsp. spontaneum,77009,EMD-31348,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7EW6.cif,emd_31348.map.gz
7EWK,XAT,ELECTRON MICROSCOPY,3.88,Hordeum vulgare subsp. spontaneum,4513; 77009,EMD-31350,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7EWK.cif,emd_31350.map.gz
7F9O,XAT,ELECTRON MICROSCOPY,4.5,Hordeum vulgare subsp. spontaneum,77009,EMD-31498,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7F9O.cif,emd_31498.map.gz
7OUI,XAT,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-13078,High-resolution model of Arabidopsis Photosystem II reveals the structural consequences of digitonin-extraction.,"Graca, A.T., Hall, M., Persson, K., Schroder, W.P.",Sci Rep,2021,N/A,N/A,7OUI.cif,emd_13078.map.gz
7PI0,XAT,ELECTRON MICROSCOPY,2.43,Dunaliella salina,3046,EMD-13429,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PI0.cif,emd_13429.map.gz
7PI5,XAT,ELECTRON MICROSCOPY,2.78,Dunaliella salina,3046,EMD-13430,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PI5.cif,emd_13430.map.gz
7PIN,XAT,ELECTRON MICROSCOPY,3.6,Dunaliella salina,3046,EMD-13444,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PIN.cif,emd_13444.map.gz
7PIW,XAT,ELECTRON MICROSCOPY,4.0,Dunaliella salina,3046,EMD-13455,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PIW.cif,emd_13455.map.gz
7PNK,XAT,ELECTRON MICROSCOPY,3.61,Dunaliella salina,3046,EMD-13548,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PNK.cif,emd_13548.map.gz
7WFD,XAT,ELECTRON MICROSCOPY,3.25,Arabidopsis thaliana,3702,EMD-32462,Supramolecular assembly of chloroplast NADH dehydrogenase-like complex with photosystem I from Arabidopsis thaliana.,"Su, X., Cao, D., Pan, X., Shi, L., Liu, Z., Dall'Osto, L., Bassi, R., Zhang, X., Li, M.",Mol Plant,2022,N/A,N/A,7WFD.cif,emd_32462.map.gz
7WFE,XAT,ELECTRON MICROSCOPY,3.25,Arabidopsis thaliana,3702,EMD-32463,Supramolecular assembly of chloroplast NADH dehydrogenase-like complex with photosystem I from Arabidopsis thaliana.,"Su, X., Cao, D., Pan, X., Shi, L., Liu, Z., Dall'Osto, L., Bassi, R., Zhang, X., Li, M.",Mol Plant,2022,N/A,N/A,7WFE.cif,emd_32463.map.gz
7WG5,XAT,ELECTRON MICROSCOPY,3.89,Arabidopsis thaliana,3702,EMD-32477,Supramolecular assembly of chloroplast NADH dehydrogenase-like complex with photosystem I from Arabidopsis thaliana.,"Su, X., Cao, D., Pan, X., Shi, L., Liu, Z., Dall'Osto, L., Bassi, R., Zhang, X., Li, M.",Mol Plant,2022,N/A,N/A,7WG5.cif,emd_32477.map.gz
7XQP,XAT,ELECTRON MICROSCOPY,2.68,Physcomitrium patens,3218,EMD-33401,Structural insights into a unique PSI-LHCI-LHCII-Lhcb9 supercomplex from moss Physcomitrium patens.,"Zhang, S., Tang, K., Yan, Q., Li, X., Shen, L., Wang, W., He, Y.K., Kuang, T., Han, G., Shen, J.R., Zhang, X.",Nat.Plants,2023,N/A,N/A,7XQP.cif,emd_33401.map.gz
7YCA,XAT,ELECTRON MICROSCOPY,2.94,Ostreococcus tauri,70448,EMD-33737,The photosystem I supercomplex from a primordial green alga Ostreococcus tauri harbors three light-harvesting complex trimers.,"Ishii, A., Shan, J., Sheng, X., Kim, E., Watanabe, A., Yokono, M., Noda, C., Song, C., Murata, K., Liu, Z., Minagawa, J.",Elife,2023,N/A,N/A,7YCA.cif,emd_33737.map.gz
7ZQ9,XAT,ELECTRON MICROSCOPY,2.74,Chlamydomonas reinhardtii,3055,EMD-14867,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQ9.cif,emd_14867.map.gz
7ZQC,XAT,ELECTRON MICROSCOPY,2.31,Chlamydomonas reinhardtii,3055,EMD-14870,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQC.cif,emd_14870.map.gz
7ZQD,XAT,ELECTRON MICROSCOPY,2.97,Chlamydomonas reinhardtii,3055,EMD-14871,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQD.cif,emd_14871.map.gz
8BCV,XAT,ELECTRON MICROSCOPY,2.2,Avena sativa,4498,EMD-15969,Photosystem I assembly intermediate of Avena sativa,"Naschberger, A., Amunts, A., Nelson, N.",To Be Published,N/A,N/A,N/A,8BCV.cif,emd_15969.map.gz
8BD3,XAT,ELECTRON MICROSCOPY,2.73,Chlorella ohadii,2649997,EMD-15973,Structure of Chlorella ohadii Photosystem II Reveals Protective Mechanisms against Environmental Stress.,"Fadeeva, M., Klaiman, D., Caspy, I., Nelson, N.",Cells,2023,N/A,N/A,8BD3.cif,emd_15973.map.gz
8C29,XAT,ELECTRON MICROSCOPY,2.785,Picea abies,3329,EMD-16389,Cryo-EM structure of a plant photosystem II supercomplex with light-harvesting protein Lhcb8 and alpha-tocopherol.,"Opatikova, M., Semchonok, D.A., Kopecny, D., Ilik, P., Pospisil, P., Ilikova, I., Roudnicky, P., Zeljkovic, S.C., Tarkowski, P., Kyrilis, F.L., Hamdi, F., Kastritis, P.L., Kouril, R.",Nat.Plants,2023,N/A,N/A,8C29.cif,emd_16389.map.gz
8H2U,XAT,X-RAY DIFFRACTION,3.4,Chlamydomonas reinhardtii,3055,N/A,Three structures of PSI-LHCI from Chlamydomonas reinhardtii suggest a resting state re-activated by ferredoxin.,"Gerle, C., Misumi, Y., Kawamoto, A., Tanaka, H., Kubota-Kawai, H., Tokutsu, R., Kim, E., Chorev, D., Abe, K., Robinson, C.V., Mitsuoka, K., Minagawa, J., Kurisu, G.",Biochim Biophys Acta Bioenerg,2023,N/A,N/A,8H2U.cif,N/A
8HTU,XAT,ELECTRON MICROSCOPY,2.87,Physcomitrium patens,3218,EMD-35018,Structural insights into the assembly and energy transfer of the Lhcb9-dependent photosystem I from moss Physcomitrium patens.,"Sun, H., Shang, H., Pan, X., Li, M.",Nat.Plants,2023,N/A,N/A,8HTU.cif,emd_35018.map.gz
8HW1,XAT,ELECTRON MICROSCOPY,3.13,Prasiola crispa,173492,EMD-35080,Uphill energy transfer mechanism for photosynthesis in an Antarctic alga.,"Kosugi, M., Kawasaki, M., Shibata, Y., Hara, K., Takaichi, S., Moriya, T., Adachi, N., Kamei, Y., Kashino, Y., Kudoh, S., Koike, H., Senda, T.",Nat Commun,2023,N/A,N/A,8HW1.cif,emd_35080.map.gz
8IWX,XAT,ELECTRON MICROSCOPY,2.59,Spinacia oleracea,3562,EMD-35782,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IWX.cif,emd_35782.map.gz
8IWY,XAT,ELECTRON MICROSCOPY,2.68,Spinacia oleracea,3562,EMD-35783,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IWY.cif,emd_35783.map.gz
8IWZ,XAT,ELECTRON MICROSCOPY,2.52,Spinacia oleracea,3562,EMD-35784,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IWZ.cif,emd_35784.map.gz
8IX0,XAT,ELECTRON MICROSCOPY,2.64,Spinacia oleracea,3562,EMD-35785,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX0.cif,emd_35785.map.gz
8IX1,XAT,ELECTRON MICROSCOPY,2.63,Spinacia oleracea,3562,EMD-35786,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX1.cif,emd_35786.map.gz
8IX2,XAT,ELECTRON MICROSCOPY,2.8,Spinacia oleracea,3562,EMD-35787,Cryo-EM structures of LHCII in photo-active and photo-protecting states reveal allosteric regulation of light harvesting and excess energy dissipation.,"Ruan, M., Li, H., Zhang, Y., Zhao, R., Zhang, J., Wang, Y., Gao, J., Wang, Z., Wang, Y., Sun, D., Ding, W., Weng, Y.",Nat.Plants,2023,N/A,N/A,8IX2.cif,emd_35787.map.gz
8J6Z,XAT,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-36021,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J6Z.cif,emd_36021.map.gz
8J7A,XAT,ELECTRON MICROSCOPY,3.06,Arabidopsis thaliana,3702,EMD-36036,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J7A.cif,emd_36036.map.gz
8J7B,XAT,ELECTRON MICROSCOPY,3.22,Arabidopsis thaliana,3702,EMD-36037,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,"Wu, J., Chen, S., Wang, C., Lin, W., Huang, C., Fan, C., Han, D., Lu, D., Xu, X., Sui, S., Zhang, L.",Mol Plant,2023,N/A,N/A,8J7B.cif,emd_36037.map.gz
8WGH,XAT,ELECTRON MICROSCOPY,2.4,Fittonia albivenis,141305,EMD-37513,Structure of the red-shifted Fittonia albivenis photosystem I.,"Li, X., Huang, G., Zhu, L., Hao, C., Sui, S.F., Qin, X.",Nat Commun,2024,N/A,N/A,8WGH.cif,emd_37513.map.gz
8Y15,XAT,ELECTRON MICROSCOPY,2.17,Spinacia oleracea,3562,EMD-38825,Structure-based validation of recombinant light-harvesting complex II.,"Seki, S., Miyata, T., Norioka, N., Tanaka, H., Kurisu, G., Namba, K., Fujii, R.",Pnas Nexus,2024,N/A,N/A,8Y15.cif,emd_38825.map.gz
8Z9D,XAT,ELECTRON MICROSCOPY,3.22,Spinacia oleracea,3562,EMD-39860,Architecture and functional regulation of a plant PSII-LHCII megacomplex.,"Shan, J., Niedzwiedzki, D.M., Tomar, R.S., Liu, Z., Liu, H.",Sci Adv,2024,N/A,N/A,8Z9D.cif,emd_39860.map.gz
9KQP,XAT,ELECTRON MICROSCOPY,1.92,Coccomyxa subellipsoidea C-169,574566,EMD-62511,Structural study of the chlorophyll between Lhca8 and PsaJ in an Antarctica green algal photosystem I-LHCI supercomplex revealed by its atomic structure.,"Tsai, P.C., Kato, K., Shen, J.R., Akita, F.",Biochim Biophys Acta Bioenerg,2025,N/A,N/A,9KQP.cif,emd_62511.map.gz
9KQQ,XAT,ELECTRON MICROSCOPY,2.06,Coccomyxa subellipsoidea C-169,574566,EMD-62512,Structural study of the chlorophyll between Lhca8 and PsaJ in an Antarctica green algal photosystem I-LHCI supercomplex revealed by its atomic structure.,"Tsai, P.C., Kato, K., Shen, J.R., Akita, F.",Biochim Biophys Acta Bioenerg,2025,N/A,N/A,9KQQ.cif,emd_62512.map.gz
4Y28,ZEX,X-RAY DIFFRACTION,2.8,Pisum sativum,3888,N/A,The structure of plant photosystem I super-complex at 2.8 angstrom resolution.,"Mazor, Y., Borovikova, A., Nelson, N.",Elife,2015,N/A,N/A,4Y28.cif,N/A
